week_ending,zip_code_column,case_rate,zip_code,zip,lat,lng,city,state_id,state_name,population,density,county_name,po_box,dist_highway,dist2_large_airport,dist2_medium_airport,dist_to_shore,number_of_business,adjusted_gross_income,total_income_amount,number_of_returns,age_all_ages,age_0_4,age_5_12,age_13_17,age_18_24,age_25_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75up,all_race_ethnicity,Asian_Pacific_Islander,Black_African_American,Hispanic_Latino,White,lagged_case_rate
2020-08-22,CASERATE_11355,19.02,11355,11355,40.75143,-73.82125,Flushing,NY,New York,80918,18200.0,Queens,0,1.13290102845201,5.18757139389826,22.9553337113187,11.843212030414,2033.0,1700796,1721912.0,55470,20.87,11.27,10.03,20.33,35.48,23.12,24.19,23.73,20.42,17.95,13.0,18.02,12.46,12.72,26.08,16.55,16.49
2020-08-29,CASERATE_11355,11.41,11355,11355,40.75143,-73.82125,Flushing,NY,New York,80918,18200.0,Queens,0,1.13290102845201,5.18757139389826,22.9553337113187,11.843212030414,2033.0,1700796,1721912.0,55470,21.51,8.97,10.43,23.8,37.04,25.88,23.84,22.66,19.62,18.36,15.67,18.88,11.3,13.5,25.58,20.05,19.02
2020-09-05,CASERATE_11355,16.49,11355,11355,40.75143,-73.82125,Flushing,NY,New York,80918,18200.0,Queens,0,1.13290102845201,5.18757139389826,22.9553337113187,11.843212030414,2033.0,1700796,1721912.0,55470,21.78,9.74,11.91,18.94,40.87,26.22,22.87,23.64,19.12,18.36,16.2,18.78,10.48,11.61,22.72,25.04,11.41
2020-09-19,CASERATE_11355,16.49,11355,11355,40.75143,-73.82125,Flushing,NY,New York,80918,18200.0,Queens,0,1.13290102845201,5.18757139389826,22.9553337113187,11.843212030414,2033.0,1700796,1721912.0,55470,31.7,12.22,19.53,34.42,69.68,39.56,31.05,29.18,26.73,24.76,19.23,26.62,16.93,13.56,26.86,42.45,16.49
2020-09-26,CASERATE_11355,16.49,11355,11355,40.75143,-73.82125,Flushing,NY,New York,80918,18200.0,Queens,0,1.13290102845201,5.18757139389826,22.9553337113187,11.843212030414,2033.0,1700796,1721912.0,55470,40.93,19.67,25.15,42.28,76.06,55.2,44.24,39.0,34.14,28.1,24.22,33.3,19.82,18.14,30.36,54.38,16.49
2020-10-03,CASERATE_11355,19.02,11355,11355,40.75143,-73.82125,Flushing,NY,New York,80918,18200.0,Queens,0,1.13290102845201,5.18757139389826,22.9553337113187,11.843212030414,2033.0,1700796,1721912.0,55470,48.87,23.49,34.24,54.52,76.92,60.39,53.39,47.37,44.45,40.62,34.01,39.88,27.25,21.41,38.24,62.28,16.49
2020-10-10,CASERATE_11355,15.22,11355,11355,40.75143,-73.82125,Flushing,NY,New York,80918,18200.0,Queens,0,1.13290102845201,5.18757139389826,22.9553337113187,11.843212030414,2033.0,1700796,1721912.0,55470,48.65,24.25,31.44,51.29,72.52,55.81,54.45,48.34,47.05,44.52,40.42,38.71,30.28,21.14,41.29,52.34,19.02
2020-10-17,CASERATE_11355,34.24,11355,11355,40.75143,-73.82125,Flushing,NY,New York,80918,18200.0,Queens,0,1.13290102845201,5.18757139389826,22.9553337113187,11.843212030414,2033.0,1700796,1721912.0,55470,49.1,21.77,35.18,48.52,72.23,59.11,58.58,51.45,47.85,41.6,26.35,40.57,35.17,23.53,46.69,48.82,15.22
2020-10-24,CASERATE_11355,39.31,11355,11355,40.75143,-73.82125,Flushing,NY,New York,80918,18200.0,Queens,0,1.13290102845201,5.18757139389826,22.9553337113187,11.843212030414,2033.0,1700796,1721912.0,55470,60.19,26.92,39.46,61.68,83.59,76.43,67.82,69.16,57.06,46.19,37.04,50.99,43.4,29.87,63.51,57.04,34.24
2020-10-31,CASERATE_11355,40.58,11355,11355,40.75143,-73.82125,Flushing,NY,New York,80918,18200.0,Queens,0,1.13290102845201,5.18757139389826,22.9553337113187,11.843212030414,2033.0,1700796,1721912.0,55470,66.55,29.98,43.88,64.23,94.09,93.82,78.55,72.08,55.46,46.05,37.57,56.48,37.22,34.69,73.25,64.4,39.31
2020-11-07,CASERATE_11355,65.95,11355,11355,40.75143,-73.82125,Flushing,NY,New York,80918,18200.0,Queens,0,1.13290102845201,5.18757139389826,22.9553337113187,11.843212030414,2033.0,1700796,1721912.0,55470,104.32,41.63,76.25,111.36,162.77,148.68,115.75,103.69,87.49,74.15,50.75,89.13,58.57,51.9,115.15,103.22,40.58
2020-11-14,CASERATE_11355,83.7,11355,11355,40.75143,-73.82125,Flushing,NY,New York,80918,18200.0,Queens,0,1.13290102845201,5.18757139389826,22.9553337113187,11.843212030414,2033.0,1700796,1721912.0,55470,151.09,61.87,104.34,136.08,214.57,200.85,180.05,165.16,142.95,106.98,83.51,128.59,93.28,79.7,170.85,138.98,65.95
2020-11-21,CASERATE_11355,96.38,11355,11355,40.75143,-73.82125,Flushing,NY,New York,80918,18200.0,Queens,0,1.13290102845201,5.18757139389826,22.9553337113187,11.843212030414,2033.0,1700796,1721912.0,55470,170.89,80.2,102.2,147.63,244.37,225.65,203.89,186.66,167.68,124.51,97.4,145.84,94.84,92.49,200.95,153.15,83.7
2020-11-28,CASERATE_11355,148.38,11355,11355,40.75143,-73.82125,Flushing,NY,New York,80918,18200.0,Queens,0,1.13290102845201,5.18757139389826,22.9553337113187,11.843212030414,2033.0,1700796,1721912.0,55470,197.7,84.78,119.19,183.21,252.88,249.78,248.83,227.32,192.71,150.81,123.04,169.44,116.49,106.82,228.44,179.4,96.38
2020-12-05,CASERATE_11355,257.44,11355,11355,40.75143,-73.82125,Flushing,NY,New York,80918,18200.0,Queens,0,1.13290102845201,5.18757139389826,22.9553337113187,11.843212030414,2033.0,1700796,1721912.0,55470,285.95,129.84,194.23,275.16,373.93,351.69,351.92,319.43,286.11,219.12,168.27,245.42,190.89,166.98,316.38,257.43,148.38
2020-12-12,CASERATE_11355,363.97,11355,11355,40.75143,-73.82125,Flushing,NY,New York,80918,18200.0,Queens,0,1.13290102845201,5.18757139389826,22.9553337113187,11.843212030414,2033.0,1700796,1721912.0,55470,299.59,143.4,219.25,265.45,372.51,353.17,353.68,335.09,314.94,253.06,203.17,255.07,236.45,177.56,320.18,252.83,257.44
2020-12-19,CASERATE_11355,382.99,11355,11355,40.75143,-73.82125,Flushing,NY,New York,80918,18200.0,Queens,0,1.13290102845201,5.18757139389826,22.9553337113187,11.843212030414,2033.0,1700796,1721912.0,55470,306.59,136.14,218.98,259.68,369.11,365.77,358.17,357.46,319.14,260.57,222.57,263.77,250.46,174.16,316.86,276.74,363.97
2020-12-26,CASERATE_11355,385.53,11355,11355,40.75143,-73.82125,Flushing,NY,New York,80918,18200.0,Queens,0,1.13290102845201,5.18757139389826,22.9553337113187,11.843212030414,2033.0,1700796,1721912.0,55470,327.18,139.77,219.25,275.62,391.81,368.47,393.44,384.11,350.78,288.4,264.42,282.78,272.75,181.29,343.47,294.27,382.99
2020-03-28,CASERATE_11356,306.83,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,338.59,23.29,19.13,47.36,170.86,325.07,432.49,482.55,525.36,491.8,546.64,299.21,135.31,334.45,351.18,244.26,267.38
2020-04-04,CASERATE_11356,425.18,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,421.98,26.54,25.42,60.07,192.43,362.0,489.84,610.36,669.22,667.78,807.5,370.91,187.85,433.65,450.73,263.14,306.83
2020-04-11,CASERATE_11356,469.01,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,416.14,27.69,32.1,68.62,202.79,328.57,439.88,580.88,682.93,654.57,927.16,360.11,208.44,426.38,436.34,237.06,425.18
2020-04-18,CASERATE_11356,258.61,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,282.91,21.19,24.08,65.38,154.11,211.77,278.91,398.99,458.89,436.56,674.67,232.21,132.94,273.1,299.7,140.31,469.01
2020-04-25,CASERATE_11356,271.76,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,233.12,17.38,33.71,82.71,154.68,176.25,247.78,338.98,370.9,335.42,464.91,179.79,97.34,201.06,246.41,111.6,258.61
2020-05-02,CASERATE_11356,118.35,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,156.16,16.04,25.55,64.69,121.76,126.91,170.11,215.45,239.26,210.77,297.18,116.68,61.13,126.9,164.94,73.1,271.76
2020-05-09,CASERATE_11356,96.43,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,96.22,11.65,17.12,46.67,77.91,78.52,94.2,121.78,140.45,141.35,209.22,72.62,35.89,74.68,101.89,48.56,118.35
2020-05-16,CASERATE_11356,61.37,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,76.56,8.59,14.98,44.82,64.43,61.13,78.11,100.19,104.71,110.18,162.92,61.11,26.77,61.07,87.35,45.32,96.43
2020-05-23,CASERATE_11356,43.83,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,57.9,9.55,10.84,33.04,56.34,52.17,63.68,75.19,79.08,74.99,99.0,50.67,23.75,62.55,69.19,31.56,61.37
2020-05-30,CASERATE_11356,39.45,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,44.24,4.58,5.75,21.25,39.45,37.14,50.75,57.1,66.97,57.18,81.2,39.43,18.01,53.52,51.18,22.5,43.83
2020-06-06,CASERATE_11356,30.68,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,33.85,3.63,7.09,14.55,30.23,26.42,35.27,43.58,45.15,44.66,82.09,31.49,16.15,34.6,46.91,17.38,39.45
2020-06-13,CASERATE_11356,56.98,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,27.17,3.63,5.35,12.01,25.69,25.01,31.05,37.74,40.54,33.81,37.93,24.91,14.58,26.65,37.73,13.38,30.68
2020-06-20,CASERATE_11356,35.07,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,26.14,3.82,7.36,9.24,26.68,31.14,27.88,31.61,36.64,29.35,34.72,23.49,14.0,23.52,35.11,14.16,56.98
2020-06-27,CASERATE_11356,35.07,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,25.51,3.82,5.22,12.71,30.23,36.19,28.76,30.44,28.33,25.6,27.78,21.79,15.22,21.72,30.69,13.72,35.07
2020-07-04,CASERATE_11356,30.68,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,27.05,5.16,7.22,20.33,41.58,41.05,30.35,26.55,29.23,22.12,20.48,23.21,18.72,21.26,29.94,18.4,35.07
2020-07-11,CASERATE_11356,26.3,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,29.51,7.83,10.57,13.86,46.97,41.38,33.34,33.07,31.83,22.26,24.57,25.44,17.5,24.57,35.57,19.29,30.68
2020-07-18,CASERATE_11356,43.83,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,30.8,6.68,9.36,20.33,47.4,44.15,34.22,37.25,31.33,23.09,24.04,26.99,18.37,25.38,40.11,19.05,26.3
2020-07-25,CASERATE_11356,21.92,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,24.39,4.2,8.83,12.48,38.46,33.3,26.74,30.15,24.73,21.56,19.59,21.16,15.78,18.43,29.37,16.43,43.83
2020-08-01,CASERATE_11356,56.98,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,21.91,4.96,8.83,20.79,32.64,28.44,26.74,23.93,18.72,21.29,18.34,18.84,10.37,14.07,31.22,13.55,21.92
2020-08-08,CASERATE_11356,56.98,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,20.73,7.64,8.96,18.02,25.4,26.89,25.33,24.22,21.22,16.69,17.09,18.04,11.91,12.26,30.42,12.35,56.98
2020-08-15,CASERATE_11356,21.92,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,22.02,8.78,12.98,21.95,30.79,24.8,23.48,26.17,23.53,20.03,17.45,19.6,13.43,14.94,31.57,14.73,56.98
2020-08-22,CASERATE_11356,30.68,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,20.87,11.27,10.03,20.33,35.48,23.12,24.19,23.73,20.42,17.95,13.0,18.02,12.46,12.72,26.08,16.55,21.92
2020-09-05,CASERATE_11356,26.3,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,21.78,9.74,11.91,18.94,40.87,26.22,22.87,23.64,19.12,18.36,16.2,18.78,10.48,11.61,22.72,25.04,30.68
2020-09-12,CASERATE_11356,21.92,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,25.6,9.17,11.24,25.18,59.32,29.93,27.44,25.39,24.63,19.48,12.82,21.4,14.29,11.81,24.13,29.87,26.3
2020-09-19,CASERATE_11356,35.07,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,31.7,12.22,19.53,34.42,69.68,39.56,31.05,29.18,26.73,24.76,19.23,26.62,16.93,13.56,26.86,42.45,21.92
2020-09-26,CASERATE_11356,30.68,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,40.93,19.67,25.15,42.28,76.06,55.2,44.24,39.0,34.14,28.1,24.22,33.3,19.82,18.14,30.36,54.38,35.07
2020-10-10,CASERATE_11356,52.6,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,48.65,24.25,31.44,51.29,72.52,55.81,54.45,48.34,47.05,44.52,40.42,38.71,30.28,21.14,41.29,52.34,30.68
2020-10-17,CASERATE_11356,74.52,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,49.1,21.77,35.18,48.52,72.23,59.11,58.58,51.45,47.85,41.6,26.35,40.57,35.17,23.53,46.69,48.82,52.6
2020-10-24,CASERATE_11356,61.37,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,60.19,26.92,39.46,61.68,83.59,76.43,67.82,69.16,57.06,46.19,37.04,50.99,43.4,29.87,63.51,57.04,74.52
2020-10-31,CASERATE_11356,87.67,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,66.55,29.98,43.88,64.23,94.09,93.82,78.55,72.08,55.46,46.05,37.57,56.48,37.22,34.69,73.25,64.4,61.37
2020-11-07,CASERATE_11356,96.43,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,104.32,41.63,76.25,111.36,162.77,148.68,115.75,103.69,87.49,74.15,50.75,89.13,58.57,51.9,115.15,103.22,87.67
2020-11-14,CASERATE_11356,135.88,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,151.09,61.87,104.34,136.08,214.57,200.85,180.05,165.16,142.95,106.98,83.51,128.59,93.28,79.7,170.85,138.98,96.43
2020-11-21,CASERATE_11356,184.1,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,170.89,80.2,102.2,147.63,244.37,225.65,203.89,186.66,167.68,124.51,97.4,145.84,94.84,92.49,200.95,153.15,135.88
2020-11-28,CASERATE_11356,249.85,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,197.7,84.78,119.19,183.21,252.88,249.78,248.83,227.32,192.71,150.81,123.04,169.44,116.49,106.82,228.44,179.4,184.1
2020-12-05,CASERATE_11356,359.43,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,285.95,129.84,194.23,275.16,373.93,351.69,351.92,319.43,286.11,219.12,168.27,245.42,190.89,166.98,316.38,257.43,249.85
2020-12-12,CASERATE_11356,333.13,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,299.59,143.4,219.25,265.45,372.51,353.17,353.68,335.09,314.94,253.06,203.17,255.07,236.45,177.56,320.18,252.83,359.43
2020-12-19,CASERATE_11356,433.94,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,306.59,136.14,218.98,259.68,369.11,365.77,358.17,357.46,319.14,260.57,222.57,263.77,250.46,174.16,316.86,276.74,333.13
2020-12-26,CASERATE_11356,341.9,11356,11356,40.78492,-73.84149,College Point,NY,New York,27295,6663.8,Queens,0,1.48048766261987,2.75626918830071,19.8274072017572,9.64080234416313,781.0,594141,600092.0,14020,327.18,139.77,219.25,275.62,391.81,368.47,393.44,384.11,350.78,288.4,264.42,282.78,272.75,181.29,343.47,294.27,433.94
2020-03-28,CASERATE_11357,317.71,11357,11357,40.79,-73.81,Whitestone,NY,New York,44030,5997.5,Queens,0,0.367414183889833,5.45917484730206,22.1371937248507,7.47854185365252,934.0,1854285,1872399.0,21180,338.59,23.29,19.13,47.36,170.86,325.07,432.49,482.55,525.36,491.8,546.64,299.21,135.31,334.45,351.18,244.26,173.06
2020-04-04,CASERATE_11357,364.2,11357,11357,40.79,-73.81,Whitestone,NY,New York,44030,5997.5,Queens,0,0.367414183889833,5.45917484730206,22.1371937248507,7.47854185365252,934.0,1854285,1872399.0,21180,421.98,26.54,25.42,60.07,192.43,362.0,489.84,610.36,669.22,667.78,807.5,370.91,187.85,433.65,450.73,263.14,317.71
2020-04-11,CASERATE_11357,421.03,11357,11357,40.79,-73.81,Whitestone,NY,New York,44030,5997.5,Queens,0,0.367414183889833,5.45917484730206,22.1371937248507,7.47854185365252,934.0,1854285,1872399.0,21180,416.14,27.69,32.1,68.62,202.79,328.57,439.88,580.88,682.93,654.57,927.16,360.11,208.44,426.38,436.34,237.06,364.2
2020-04-18,CASERATE_11357,260.88,11357,11357,40.79,-73.81,Whitestone,NY,New York,44030,5997.5,Queens,0,0.367414183889833,5.45917484730206,22.1371937248507,7.47854185365252,934.0,1854285,1872399.0,21180,282.91,21.19,24.08,65.38,154.11,211.77,278.91,398.99,458.89,436.56,674.67,232.21,132.94,273.1,299.7,140.31,421.03
2020-04-25,CASERATE_11357,178.23,11357,11357,40.79,-73.81,Whitestone,NY,New York,44030,5997.5,Queens,0,0.367414183889833,5.45917484730206,22.1371937248507,7.47854185365252,934.0,1854285,1872399.0,21180,233.12,17.38,33.71,82.71,154.68,176.25,247.78,338.98,370.9,335.42,464.91,179.79,97.34,201.06,246.41,111.6,260.88
2020-05-02,CASERATE_11357,147.23,11357,11357,40.79,-73.81,Whitestone,NY,New York,44030,5997.5,Queens,0,0.367414183889833,5.45917484730206,22.1371937248507,7.47854185365252,934.0,1854285,1872399.0,21180,156.16,16.04,25.55,64.69,121.76,126.91,170.11,215.45,239.26,210.77,297.18,116.68,61.13,126.9,164.94,73.1,178.23
2020-05-09,CASERATE_11357,95.57,11357,11357,40.79,-73.81,Whitestone,NY,New York,44030,5997.5,Queens,0,0.367414183889833,5.45917484730206,22.1371937248507,7.47854185365252,934.0,1854285,1872399.0,21180,96.22,11.65,17.12,46.67,77.91,78.52,94.2,121.78,140.45,141.35,209.22,72.62,35.89,74.68,101.89,48.56,147.23
2020-05-16,CASERATE_11357,59.41,11357,11357,40.79,-73.81,Whitestone,NY,New York,44030,5997.5,Queens,0,0.367414183889833,5.45917484730206,22.1371937248507,7.47854185365252,934.0,1854285,1872399.0,21180,76.56,8.59,14.98,44.82,64.43,61.13,78.11,100.19,104.71,110.18,162.92,61.11,26.77,61.07,87.35,45.32,95.57
2020-05-23,CASERATE_11357,31.0,11357,11357,40.79,-73.81,Whitestone,NY,New York,44030,5997.5,Queens,0,0.367414183889833,5.45917484730206,22.1371937248507,7.47854185365252,934.0,1854285,1872399.0,21180,57.9,9.55,10.84,33.04,56.34,52.17,63.68,75.19,79.08,74.99,99.0,50.67,23.75,62.55,69.19,31.56,59.41
2020-05-30,CASERATE_11357,36.16,11357,11357,40.79,-73.81,Whitestone,NY,New York,44030,5997.5,Queens,0,0.367414183889833,5.45917484730206,22.1371937248507,7.47854185365252,934.0,1854285,1872399.0,21180,44.24,4.58,5.75,21.25,39.45,37.14,50.75,57.1,66.97,57.18,81.2,39.43,18.01,53.52,51.18,22.5,31.0
2020-06-06,CASERATE_11357,18.08,11357,11357,40.79,-73.81,Whitestone,NY,New York,44030,5997.5,Queens,0,0.367414183889833,5.45917484730206,22.1371937248507,7.47854185365252,934.0,1854285,1872399.0,21180,33.85,3.63,7.09,14.55,30.23,26.42,35.27,43.58,45.15,44.66,82.09,31.49,16.15,34.6,46.91,17.38,36.16
2020-06-13,CASERATE_11357,20.66,11357,11357,40.79,-73.81,Whitestone,NY,New York,44030,5997.5,Queens,0,0.367414183889833,5.45917484730206,22.1371937248507,7.47854185365252,934.0,1854285,1872399.0,21180,27.17,3.63,5.35,12.01,25.69,25.01,31.05,37.74,40.54,33.81,37.93,24.91,14.58,26.65,37.73,13.38,18.08
2020-06-20,CASERATE_11357,12.91,11357,11357,40.79,-73.81,Whitestone,NY,New York,44030,5997.5,Queens,0,0.367414183889833,5.45917484730206,22.1371937248507,7.47854185365252,934.0,1854285,1872399.0,21180,26.14,3.82,7.36,9.24,26.68,31.14,27.88,31.61,36.64,29.35,34.72,23.49,14.0,23.52,35.11,14.16,20.66
